FID	IID	PRS
ID_852	ID_852	0.000532466
ID_853	ID_853	0.00605259
ID_854	ID_854	-0.00294188
ID_855	ID_855	-0.000705601
ID_856	ID_856	0.00324582
ID_857	ID_857	0.0116672
ID_858	ID_858	-0.00356667
ID_859	ID_859	0.000124672
ID_860	ID_860	-0.00363927
ID_861	ID_861	-0.000150834
ID_862	ID_862	0.000217012
ID_863	ID_863	-0.00883351
ID_864	ID_864	-0.00300663
ID_865	ID_865	-0.00107875
ID_866	ID_866	0.00680589
ID_867	ID_867	-0.00236387
ID_868	ID_868	-0.00139063
ID_869	ID_869	0.00722712
ID_870	ID_870	0.00310796
ID_871	ID_871	-0.00034681
ID_872	ID_872	-0.00918335
ID_873	ID_873	0.00275883
ID_874	ID_874	-0.00566204
ID_875	ID_875	0.00787304
ID_876	ID_876	0.00360711
ID_877	ID_877	0.00452738
ID_878	ID_878	-0.00194681
ID_879	ID_879	0.0119316
ID_880	ID_880	-0.00353977
ID_881	ID_881	-0.00227417
ID_882	ID_882	0.00870061
ID_883	ID_883	0.00524004
ID_884	ID_884	0.00283538
ID_885	ID_885	-0.00160472
ID_886	ID_886	-0.00257981
ID_887	ID_887	-0.00266763
ID_888	ID_888	0.00590183
ID_889	ID_889	-0.00465049
ID_890	ID_890	0.00342415
ID_891	ID_891	0.00470994
ID_892	ID_892	-0.00735981
ID_893	ID_893	0.00553692
ID_894	ID_894	0.00676552
ID_895	ID_895	0.00356232
ID_896	ID_896	0.00105483
ID_897	ID_897	-0.00181515
ID_898	ID_898	0.00221383
ID_899	ID_899	-0.0084744
ID_900	ID_900	0.00224195
ID_901	ID_901	0.00840728
ID_902	ID_902	-0.00270826
ID_903	ID_903	0.00327263
ID_904	ID_904	-0.00455925
ID_905	ID_905	0.000327787
ID_906	ID_906	-0.0019412
ID_907	ID_907	0.00302202
ID_908	ID_908	0.00552501
ID_909	ID_909	-0.00499823
ID_910	ID_910	0.00159968
ID_911	ID_911	0.00148965
ID_912	ID_912	-0.00332276
ID_913	ID_913	0.00591586
ID_914	ID_914	0.00244742
ID_915	ID_915	0.00326953
ID_916	ID_916	-0.00223664
ID_917	ID_917	0.00438183
ID_918	ID_918	0.00093488
ID_919	ID_919	0.00550001
ID_920	ID_920	0.00274007
ID_921	ID_921	0.0105556
ID_922	ID_922	0.00355898
ID_923	ID_923	0.00192141
ID_924	ID_924	-0.00570738
ID_925	ID_925	0.00515411
ID_926	ID_926	0.00358437
ID_927	ID_927	-0.00529431
ID_928	ID_928	0.00590701
ID_929	ID_929	-0.000802445
ID_930	ID_930	-0.00162343
ID_931	ID_931	-0.00166146
ID_932	ID_932	-0.000822888
ID_933	ID_933	-0.00198475
ID_934	ID_934	-0.00204564
ID_935	ID_935	-0.0033302
ID_936	ID_936	-0.000761958
ID_937	ID_937	-0.00206853
ID_938	ID_938	0.000295791
ID_939	ID_939	0.00537609
ID_940	ID_940	-6.1471e-05
ID_941	ID_941	0.00230289
ID_942	ID_942	0.000546808
ID_943	ID_943	0.00248606
ID_944	ID_944	-0.000811254
ID_945	ID_945	0.00250313
ID_946	ID_946	0.00496615
ID_947	ID_947	-0.00172103
ID_948	ID_948	-0.00161383
ID_949	ID_949	0.0107399
ID_950	ID_950	0.00232853
ID_951	ID_951	-0.00397573
ID_952	ID_952	0.000435758
ID_953	ID_953	0.00683273
ID_954	ID_954	-0.00206561
ID_955	ID_955	0.0027872
ID_956	ID_956	0.00164357
ID_957	ID_957	-0.00361038
ID_958	ID_958	0.00891293
ID_959	ID_959	0.00680085
ID_960	ID_960	0.0121805
ID_961	ID_961	0.00566527
ID_962	ID_962	0.00706849
ID_963	ID_963	0.00386308
ID_964	ID_964	-0.00162621
ID_965	ID_965	0.00389936
ID_966	ID_966	0.00273999
ID_967	ID_967	0.00500134
ID_968	ID_968	0.00106182
ID_969	ID_969	-0.00492296
ID_970	ID_970	0.00464042
ID_971	ID_971	-0.00150715
ID_972	ID_972	-0.00291206
ID_973	ID_973	-0.00244047
ID_974	ID_974	-0.00114867
ID_975	ID_975	0.00270214
ID_976	ID_976	0.00968053
ID_977	ID_977	-0.0064156
ID_978	ID_978	0.00807718
ID_979	ID_979	0.0140605
ID_980	ID_980	0.00127915
ID_981	ID_981	-0.00115624
ID_982	ID_982	-0.00234998
ID_983	ID_983	0.00846578
ID_984	ID_984	0.00194637
ID_985	ID_985	0.0110961
ID_986	ID_986	0.0024381
ID_987	ID_987	0.00158384
ID_988	ID_988	0.00289623
ID_989	ID_989	0.00353867
ID_990	ID_990	0.00106438
ID_991	ID_991	-0.000668341
ID_992	ID_992	0.00130866
ID_993	ID_993	0.00802346
ID_994	ID_994	-0.000428593
ID_995	ID_995	0.000169405
ID_996	ID_996	-0.00911031
ID_997	ID_997	-0.000743893
ID_998	ID_998	0.00575155
ID_999	ID_999	0.00451895
ID_1000	ID_1000	-0.007509
