FID	IID	PRS
ID_846	ID_846	0.0050512
ID_847	ID_847	-0.00223061
ID_848	ID_848	0.00120041
ID_849	ID_849	-0.00372522
ID_850	ID_850	-0.00170296
ID_851	ID_851	0.000135448
ID_852	ID_852	-0.00215415
ID_853	ID_853	0.000360864
ID_854	ID_854	0.00779501
ID_855	ID_855	0.00344834
ID_856	ID_856	-0.00229821
ID_857	ID_857	0.000794198
ID_858	ID_858	-0.00301588
ID_859	ID_859	0.00147777
ID_860	ID_860	0.00289998
ID_861	ID_861	0.00678734
ID_862	ID_862	0.00176627
ID_863	ID_863	0.00328678
ID_864	ID_864	-0.00608476
ID_865	ID_865	0.00334037
ID_866	ID_866	0.0123741
ID_867	ID_867	-0.00140429
ID_868	ID_868	-0.00579308
ID_869	ID_869	0.00220412
ID_870	ID_870	0.000965377
ID_871	ID_871	-0.003739
ID_872	ID_872	-0.000812467
ID_873	ID_873	-0.00216687
ID_874	ID_874	0.00477873
ID_875	ID_875	0.00397869
ID_876	ID_876	0.00450079
ID_877	ID_877	0.00414296
ID_878	ID_878	0.00206441
ID_879	ID_879	-0.0102481
ID_880	ID_880	0.00354443
ID_881	ID_881	-0.000237727
ID_882	ID_882	0.00336058
ID_883	ID_883	0.00678637
ID_884	ID_884	1.01361e-05
ID_885	ID_885	-0.00348772
ID_886	ID_886	0.00398861
ID_887	ID_887	0.000364443
ID_888	ID_888	-0.00861497
ID_889	ID_889	0.00136092
ID_890	ID_890	0.00636603
ID_891	ID_891	0.00971042
ID_892	ID_892	0.00131613
ID_893	ID_893	-0.00747622
ID_894	ID_894	-0.0075756
ID_895	ID_895	-0.000342454
ID_896	ID_896	0.000900319
ID_897	ID_897	0.00661704
ID_898	ID_898	-0.00312545
ID_899	ID_899	0.00263585
ID_900	ID_900	0.000200189
ID_901	ID_901	-0.00713448
ID_902	ID_902	-0.000929713
ID_903	ID_903	-0.00636014
ID_904	ID_904	-0.00360987
ID_905	ID_905	-0.00278271
ID_906	ID_906	0.0119399
ID_907	ID_907	0.00706155
ID_908	ID_908	-0.00476985
ID_909	ID_909	0.00536343
ID_910	ID_910	-0.00122301
ID_911	ID_911	0.00338361
ID_912	ID_912	0.00487174
ID_913	ID_913	0.00149555
ID_914	ID_914	-0.00480159
ID_915	ID_915	-0.0004614
ID_916	ID_916	-1.32518e-05
ID_917	ID_917	0.0010148
ID_918	ID_918	-0.0019572
ID_919	ID_919	-0.00333509
ID_920	ID_920	0.00441028
ID_921	ID_921	0.00149441
ID_922	ID_922	-0.000462818
ID_923	ID_923	0.00128931
ID_924	ID_924	6.29073e-07
ID_925	ID_925	-0.00492138
ID_926	ID_926	0.000900733
ID_927	ID_927	0.0113801
ID_928	ID_928	-0.00896091
ID_929	ID_929	0.00318061
ID_930	ID_930	-0.00327155
ID_931	ID_931	0.00618052
ID_932	ID_932	0.004168
ID_933	ID_933	0.00147666
ID_934	ID_934	-0.000314726
ID_935	ID_935	0.000932503
ID_936	ID_936	0.010866
ID_937	ID_937	-0.0018332
ID_938	ID_938	0.00146656
ID_939	ID_939	-0.00368857
ID_940	ID_940	-0.000877765
ID_941	ID_941	0.00373878
ID_942	ID_942	0.00582106
ID_943	ID_943	-0.000879366
ID_944	ID_944	0.00334455
ID_945	ID_945	-0.00504928
ID_946	ID_946	0.00353032
ID_947	ID_947	-0.00281696
ID_948	ID_948	0.00720737
ID_949	ID_949	0.00211465
ID_950	ID_950	-0.00170922
ID_951	ID_951	-0.00654281
ID_952	ID_952	0.00180062
ID_953	ID_953	-0.00127041
ID_954	ID_954	0.000836947
ID_955	ID_955	0.000433348
ID_956	ID_956	-0.00306113
ID_957	ID_957	-0.00344046
ID_958	ID_958	-0.009074
ID_959	ID_959	-0.00403883
ID_960	ID_960	0.000761187
ID_961	ID_961	-0.0015156
ID_962	ID_962	0.00487837
ID_963	ID_963	-0.00219872
ID_964	ID_964	-0.00112428
ID_965	ID_965	0.00327312
ID_966	ID_966	0.00288773
ID_967	ID_967	-0.00041529
ID_968	ID_968	-0.00580734
ID_969	ID_969	0.00328568
ID_970	ID_970	-0.00216776
ID_971	ID_971	0.000519549
ID_972	ID_972	0.000238557
ID_973	ID_973	0.000277201
ID_974	ID_974	-0.00125851
ID_975	ID_975	0.000906409
ID_976	ID_976	-0.00494119
ID_977	ID_977	-0.00345581
ID_978	ID_978	0.000624704
ID_979	ID_979	-0.00974039
ID_980	ID_980	0.00728649
ID_981	ID_981	0.00244505
ID_982	ID_982	-0.00352956
ID_983	ID_983	-0.00314544
ID_984	ID_984	0.000841215
ID_985	ID_985	0.0049571
ID_986	ID_986	-0.00212753
ID_987	ID_987	0.0011369
ID_988	ID_988	-0.000878452
ID_989	ID_989	0.0016695
ID_990	ID_990	0.00585878
ID_991	ID_991	0.0043351
ID_992	ID_992	-0.00162403
ID_993	ID_993	-0.00293649
ID_994	ID_994	-0.00281721
ID_995	ID_995	0.000878344
ID_996	ID_996	0.0046712
ID_997	ID_997	-0.00257217
ID_998	ID_998	-0.000670584
ID_999	ID_999	-0.00211122
ID_1000	ID_1000	-0.00172087
